run_id,quant_mode,iteration,policy_cuda_ms,policy_wall_ms,step_1_ms,step_2_ms,step_3_ms,step_4_ms,step_5_ms,gpu_allocated_mb,gpu_reserved_mb
20260729T181736_int4_wo_98cc4c,int4_weight_only,102,1486.04944,1486.08047,268.47336,267.96954,268.13644,268.00845,268.00229,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,103,1558.86572,1558.8942,268.54401,268.42932,268.24295,268.13644,268.21222,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,104,1488.35645,1488.39036,268.60236,268.28583,268.35559,268.40372,268.62283,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,105,1487.97009,1487.9992,268.89832,268.39346,268.38528,268.203,268.0668,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,106,1486.71008,1486.73737,268.50919,268.55014,268.04019,268.00128,268.43854,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,107,1487.02136,1487.05163,268.5184,268.16397,268.26956,268.13544,268.05554,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,108,1512.27966,1512.30794,268.42624,268.28494,268.87476,268.70477,268.63821,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,109,1525.30298,1525.32941,268.61465,269.00583,268.65561,268.76212,268.13953,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,110,1487.71936,1487.74881,268.57983,268.15692,268.0914,268.10675,268.22043,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,111,1488.06775,1488.25194,268.95462,268.23364,268.34738,268.19891,268.36786,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,112,1503.28821,1503.32362,268.39963,268.6394,268.22964,268.47949,268.246,1547.831,2790.0
20260729T181736_int4_wo_98cc4c,int4_weight_only,113,1489.36389,1489.39696,268.63104,268.44571,268.85645,268.61673,268.42624,1547.831,2790.0
